"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Given       User opens the iFarmer mobile application
Then        Permission Dialog opens
When        Click on Allow
Then        Modal opens
When        Click on cross button
Then        On the iFarmer Home as a guest user
","62991","test_case_01_loading_guest_homepage","tests","Mon Sep 22 13:34:41 BDT 2025","failed","Mon Sep 22 13:35:44 BDT 2025","TestDemoApp","test_suite_01","",""
